product_id,product_name,category,price,quantity_sold,rating,review_count
302,Message,Clothing,356,78,4.6,10
303,Believe,Electronics,3436,385,3.3,362
304,Difference,Sports,6023,434,1.2,129
305,Thus,Home,8790,234,4.1,118
306,Despite,Sports,1965,54,1.1,25
307,Clearly,Home,5721,869,2.5,359
308,Member,Books,9689,208,1.9,218
309,West,Books,9596,76,4.8,192
310,Find,Home,4260,363,1.8,401
311,Me,Electronics,1679,771,2.3,53
312,Clear,Toys,7915,602,3.9,221
313,Interesting,Sports,5833,155,2.4,480
314,Consider,Home,1326,269,3.6,408
315,Stop,Books,2452,449,4.2,200
316,Prove,Sports,2869,509,2.9,315
317,Certain,Books,5182,692,4.3,253
318,Whole,Sports,7512,316,4.3,251
319,Beat,Sports,9654,943,2.7,411
320,Few,Toys,8981,28,4.1,419
321,Arrive,Toys,3994,170,2.1,133
322,Wear,Home,7797,15,3.2,141
323,Option,Clothing,8046,785,4.4,432
324,Case,Books,5366,64,3.6,345
325,Build,Home,2699,213,2.4,187
326,Buy,Sports,7403,337,4.5,202
327,Social,Home,2309,393,1.4,455
328,Almost,Sports,9828,239,1.1,72
329,Down,Toys,429,839,1.1,460
330,Position,Sports,916,893,1.7,191
331,Until,Home,7055,186,1.8,174
332,College,Clothing,3383,698,2.6,216
333,Wrong,Home,6495,72,4.1,236
334,Property,Clothing,5800,957,3.1,140
335,Third,Books,7682,903,3.6,173
336,Western,Clothing,5809,351,2.9,43
337,New,Home,6905,858,1.3,69
338,Energy,Home,7767,520,2.1,256
339,Thus,Clothing,4454,348,1.8,125
340,Position,Clothing,9672,158,3.7,210
341,Hotel,Sports,1931,765,4.1,381
342,Within,Books,3630,900,3.9,356
343,Hundred,Books,1031,93,4.6,364
344,Be,Electronics,3731,983,4.9,367
345,Floor,Books,3801,582,2.7,405
346,Mention,Books,2109,466,3.7,159
347,Morning,Toys,4826,929,3.7,362
348,Section,Electronics,5596,638,4.8,486
349,Wife,Books,8134,216,2.9,446
350,Perhaps,Electronics,5222,582,2.4,159
351,Stage,Home,8407,548,4.2,433
352,Her,Clothing,4754,982,3.8,492
353,After,Electronics,2359,649,3.8,156
354,Weight,Electronics,4072,339,3.8,495
355,Time,Electronics,7001,3,1.0,28
356,System,Clothing,6270,724,4.4,233
357,Order,Toys,2023,799,2.1,253
358,Win,Electronics,5791,801,2.3,125
359,Indicate,Clothing,4478,94,2.3,317
360,Born,Home,9588,610,1.8,53
361,Quality,Home,7819,424,2.1,18
362,Test,Sports,8295,723,2.3,262
363,Great,Electronics,4028,251,4.0,275
364,Memory,Clothing,5057,319,4.2,395
365,Compare,Clothing,5153,306,3.7,184
366,Game,Books,7704,243,1.6,216
367,Before,Clothing,7820,589,2.7,45
368,Relate,Books,7791,363,3.8,139
369,Brother,Clothing,574,358,4.8,58
370,Senior,Electronics,1628,493,1.4,315
371,Wife,Books,2943,293,3.9,293
372,Add,Electronics,2459,859,1.6,290
373,Career,Toys,9684,135,4.0,190
374,Ground,Clothing,7947,441,4.3,440
375,More,Books,1432,6,1.4,372
376,You,Books,7865,923,1.6,430
377,Game,Clothing,8788,775,5.0,265
378,Involve,Electronics,6782,62,1.6,363
379,Hold,Electronics,5172,376,3.9,226
380,Write,Clothing,3175,775,1.3,218
381,List,Sports,3404,530,1.5,377
382,Ready,Sports,7929,415,4.9,439
383,Marriage,Home,1132,887,2.1,422
384,Prove,Clothing,6074,919,2.7,463
385,Learn,Electronics,3328,652,2.2,258
386,Job,Toys,8548,265,4.3,209
387,Until,Sports,6346,312,2.8,413
388,Key,Books,9249,737,4.2,93
389,Protect,Home,3810,986,2.0,443
390,Good,Sports,4897,364,2.4,491
391,Party,Toys,1401,324,2.2,434
392,Training,Electronics,2269,194,3.8,29
393,Thus,Home,5745,785,3.2,42
394,Country,Books,6801,527,1.3,4
395,Page,Home,6915,969,4.1,139
396,Difference,Electronics,21,163,4.6,134
397,Movie,Books,5193,331,4.6,39
398,Machine,Clothing,6262,301,4.5,267
399,Political,Sports,2400,553,3.6,172
400,Physical,Sports,7511,627,1.2,289
401,Yeah,Toys,3692,52,3.1,436
402,Story,Home,2432,999,1.1,203
403,Suddenly,Toys,7014,618,4.1,111
404,Evidence,Home,1591,373,2.9,350
405,Box,Toys,6863,490,2.1,296
406,Process,Books,255,27,1.3,103
407,Others,Toys,7447,431,1.1,373
408,Recently,Sports,9338,652,3.2,57
409,Whose,Sports,5474,75,1.1,465
410,Responsibility,Home,7955,416,4.8,363
411,Responsibility,Sports,8159,18,3.8,226
412,Property,Clothing,6865,854,4.8,127
413,Skin,Books,6014,998,3.2,246
414,Dream,Toys,967,342,2.2,310
415,One,Electronics,1726,359,4.2,211
416,Or,Electronics,4142,857,3.8,287
417,Then,Clothing,3954,447,2.0,116
418,Short,Electronics,5946,227,4.9,45
419,Middle,Sports,3422,283,4.8,380
420,Raise,Electronics,2305,401,3.2,27
421,Growth,Sports,1884,436,4.7,234
422,Sit,Books,594,630,3.6,242
423,Read,Clothing,1958,909,4.8,405
424,Reason,Toys,5668,875,3.8,135
425,Establish,Electronics,9836,791,1.8,189
426,Wife,Toys,522,916,2.5,265
427,Wear,Electronics,6372,941,2.7,73
428,Stage,Home,8694,854,1.1,439
429,Wife,Clothing,6353,881,3.0,139
430,Again,Sports,6202,27,3.8,46
431,Million,Home,8710,383,2.4,455
432,Physical,Home,5777,888,1.8,335
433,American,Books,9595,966,3.5,323
434,Order,Toys,9490,779,4.5,151
435,Report,Electronics,7542,970,4.2,8
436,Edge,Clothing,9918,811,1.6,125
437,Team,Books,7208,196,4.9,487
438,Mention,Sports,2953,30,1.4,57
439,View,Books,45,14,1.7,150
440,Hard,Books,1684,96,2.6,430
441,Again,Electronics,5629,550,3.0,258
442,Weight,Books,5060,241,3.5,410
443,Answer,Toys,4179,21,3.8,400
444,Relationship,Clothing,5784,658,2.7,277
445,Down,Toys,4351,45,4.0,49
446,Size,Sports,9958,422,2.8,53
447,Doctor,Sports,8324,558,4.2,259
448,Must,Home,9029,175,4.3,219
449,Word,Books,4183,147,2.1,482
450,Question,Electronics,2747,205,2.7,302
451,Debate,Sports,1919,397,3.6,213
452,Apply,Sports,361,370,2.2,424
453,Free,Clothing,30,377,1.9,9
454,Pretty,Electronics,9211,374,4.9,288
455,Accept,Electronics,2000,630,3.8,294
456,Certainly,Electronics,5500,77,4.6,372
457,Increase,Books,5476,822,4.6,109
458,Often,Toys,9393,739,3.8,275
459,Save,Sports,123,742,1.8,249
460,To,Home,4050,448,4.2,59
461,Free,Toys,5512,648,4.3,462
462,Reflect,Toys,671,892,4.5,344
463,Whose,Electronics,4692,477,1.9,214
464,Visit,Sports,7366,389,4.0,32
465,Alone,Electronics,9825,757,3.7,129
466,Field,Sports,2258,896,2.9,389
467,Story,Clothing,7428,321,2.4,90
468,Mind,Sports,5563,568,3.2,251
469,My,Books,8571,825,3.6,54
470,Radio,Toys,8872,758,3.5,10
471,College,Clothing,4739,986,1.0,301
472,Gun,Sports,4749,230,3.9,434
473,Machine,Toys,5611,28,2.1,381
474,Join,Toys,1439,566,1.6,78
475,Fly,Home,8055,58,4.5,227
476,School,Toys,9074,128,3.1,196
477,Edge,Electronics,2931,241,3.3,199
478,Land,Home,5273,730,3.9,78
479,Or,Electronics,4141,918,2.8,34
480,Let,Clothing,570,546,3.1,464
481,Law,Toys,8099,420,3.6,156
482,To,Books,3211,859,2.0,32
483,He,Books,683,373,4.6,92
484,Adult,Electronics,8388,87,1.1,5
485,If,Sports,5684,371,5.0,387
486,Of,Toys,4200,229,4.7,311
487,Lot,Home,4978,632,1.3,341
488,Success,Books,5881,513,3.7,293
489,Course,Electronics,7349,237,1.7,330
490,Run,Toys,6541,269,1.7,209
491,Smile,Books,6539,859,2.8,153
492,Mention,Home,5265,735,2.6,69
493,Not,Sports,3561,791,3.8,68
494,Line,Books,766,295,1.7,345
495,Study,Home,1105,950,4.1,253
496,Up,Sports,6936,566,2.3,36
497,Add,Sports,2385,755,3.7,40
498,Reflect,Sports,5722,714,3.6,11
499,Four,Electronics,5952,688,2.2,427
500,Direction,Books,303,243,1.0,51
501,Forward,Home,5335,956,4.6,216
502,Step,Toys,7024,392,4.3,466
503,Detail,Electronics,548,675,3.2,102
504,Population,Books,5170,885,4.9,442
505,Risk,Clothing,8783,685,4.1,148
506,Must,Electronics,7134,428,2.1,119
507,Environmental,Sports,184,612,4.3,70
508,Describe,Sports,8041,433,1.6,22
509,Beyond,Clothing,1901,163,4.2,73
510,Recognize,Clothing,3863,552,2.7,281
511,Least,Home,974,289,4.3,359
512,There,Toys,6591,416,4.4,202
513,Strong,Toys,9147,611,3.4,183
514,Order,Electronics,5061,563,4.3,131
515,Under,Books,5605,420,2.5,256
516,Great,Toys,3973,817,1.2,267
517,Action,Sports,9593,473,3.6,290
518,Simple,Electronics,6592,433,3.6,151
519,Recognize,Books,878,503,2.0,284
520,Teach,Toys,9446,142,1.2,315
521,Thus,Home,3567,876,2.3,196
522,Agent,Electronics,9913,73,4.8,138
523,Through,Books,2097,571,4.0,285
524,Writer,Clothing,7646,417,4.1,30
525,Represent,Toys,7610,36,4.0,335
526,Speak,Toys,2928,517,2.9,118
527,Fear,Electronics,2094,199,4.6,308
528,Citizen,Books,2864,301,4.4,288
529,Glass,Books,8262,675,4.1,33
530,Above,Electronics,5513,858,4.3,420
531,Across,Sports,5926,217,3.9,416
532,Must,Sports,8488,24,3.0,289
533,Sometimes,Toys,6041,360,1.8,10
534,Return,Clothing,4984,734,1.3,130
535,Operation,Clothing,2459,74,4.5,483
536,Attorney,Home,3246,92,1.8,48
537,Author,Books,4179,866,1.7,189
538,Identify,Sports,1573,757,1.2,360
539,Live,Electronics,9941,881,4.6,469
540,Write,Electronics,6649,432,2.4,23
541,Cup,Electronics,8873,749,1.7,448
542,Husband,Electronics,2526,228,1.5,25
543,Head,Home,8633,539,3.6,143
544,Hold,Clothing,5135,476,2.9,211
545,Answer,Home,3740,199,2.4,303
546,Expert,Sports,3599,740,1.8,464
547,Dog,Clothing,950,126,4.4,324
548,Rest,Clothing,3504,525,4.8,346
549,Stand,Toys,2894,497,4.3,378
550,Most,Electronics,7513,630,4.1,197
551,Only,Toys,2051,914,4.1,403
552,Product,Toys,5027,183,1.1,180
553,Although,Sports,6558,651,1.7,268
554,Forget,Home,5444,490,2.3,117
555,Usually,Books,3270,313,4.2,500
556,Put,Sports,4304,762,3.4,442
557,Share,Home,98,508,3.4,361
558,Others,Sports,6348,552,4.3,218
559,Public,Toys,3370,437,1.2,466
560,Section,Books,1791,754,1.7,403
561,Record,Home,5918,824,3.0,205
562,Occur,Sports,6085,681,2.7,130
563,Animal,Electronics,1909,216,2.2,89
564,Against,Toys,4097,583,1.6,201
565,Public,Sports,8290,147,2.7,91
566,Until,Sports,8792,84,1.8,158
567,Already,Sports,1786,761,4.6,453
568,Culture,Clothing,801,544,2.3,164
569,Lay,Sports,5379,577,4.5,26
570,Responsibility,Toys,6100,475,2.9,276
571,Stock,Electronics,8079,222,3.9,158
572,Ok,Home,1304,732,1.7,261
573,Identify,Home,9298,259,3.9,20
574,Special,Clothing,2989,997,4.6,486
575,Door,Toys,3903,759,2.1,68
576,Southern,Toys,7945,433,4.7,212
577,Summer,Clothing,186,508,4.7,397
578,Seven,Sports,4510,322,4.9,434
579,Country,Home,5690,608,1.8,138
580,Relate,Sports,7814,530,1.8,355
581,Seven,Electronics,3234,327,4.8,483
582,Agent,Home,8239,445,2.9,71
583,Agree,Home,4803,98,1.3,143
584,Off,Home,8576,527,1.5,359
585,Kind,Books,3462,77,1.5,60
586,Cup,Clothing,6681,914,3.6,331
587,Mr,Home,494,612,2.2,317
588,More,Books,7121,961,1.9,104
589,Hospital,Books,8919,791,4.0,282
590,Structure,Home,2860,860,2.5,36
591,Movement,Books,2576,515,2.7,144
592,Force,Books,8754,829,3.9,358
593,Look,Books,8790,793,4.3,443
594,Attack,Sports,2561,143,4.0,225
595,Own,Sports,7786,385,3.3,430
596,Tree,Clothing,7357,45,4.3,384
597,Test,Books,4812,516,2.2,495
598,Police,Electronics,6562,514,4.9,222
599,Give,Toys,6433,281,1.8,230
600,Capital,Electronics,3193,542,1.1,74
601,Suffer,Sports,6934,547,1.3,367
602,Something,Clothing,8279,71,1.4,91
603,Fire,Sports,8869,971,1.5,309
604,Recent,Clothing,4043,761,2.0,175
605,Quickly,Electronics,6928,325,3.5,259
606,Rule,Sports,2961,76,1.6,46
607,Audience,Home,3607,942,4.1,332
608,Relationship,Clothing,9939,105,2.4,100
609,Page,Home,279,335,4.4,186
610,Good,Electronics,1163,705,1.3,324
611,Scientist,Clothing,1011,942,2.4,352
612,List,Toys,9180,258,3.2,45
613,Try,Toys,3653,962,1.0,174
614,Suggest,Home,5930,969,3.5,140
615,Thank,Home,8668,846,4.7,307
616,Eye,Books,5568,704,3.2,58
617,Safe,Electronics,7969,168,1.3,252
618,Think,Books,6912,284,2.9,303
619,Require,Sports,8933,765,4.2,226
620,Research,Sports,2109,49,2.0,500
621,Although,Electronics,8987,598,1.2,120
622,Course,Home,5322,544,2.0,458
623,Within,Electronics,9153,732,4.1,81
624,Either,Books,9695,103,2.1,46
625,Beat,Toys,7852,536,2.0,203
626,Real,Toys,8405,689,2.7,41
627,Speak,Home,6852,857,2.6,282
628,Quite,Books,7376,779,2.9,34
629,Analysis,Toys,5261,353,3.8,146
630,Away,Books,8474,990,4.8,239
631,Use,Clothing,3604,552,4.8,496
632,Article,Toys,2803,191,2.9,414
633,Just,Toys,3891,783,3.4,279
634,Stuff,Clothing,8023,172,1.5,331
635,According,Books,8659,872,4.7,256
636,Avoid,Toys,5117,562,3.9,74
637,Event,Toys,1696,71,2.0,44
638,Trial,Sports,5897,897,4.2,282
639,Say,Sports,450,915,1.2,206
640,Believe,Books,5410,354,1.1,498
641,Kitchen,Toys,3368,958,1.9,433
642,Together,Sports,613,279,3.1,206
643,Hour,Electronics,8121,10,3.6,347
644,Grow,Books,8346,903,4.3,178
645,Benefit,Home,6961,881,2.1,296
646,Establish,Clothing,4460,125,3.7,303
647,Area,Sports,3862,232,1.2,274
648,Both,Sports,6134,149,2.2,447
649,Oil,Home,990,114,2.0,189
650,Red,Clothing,4390,77,2.3,427
651,Law,Clothing,2663,592,1.8,387
652,Somebody,Toys,3310,302,3.5,394
653,Standard,Sports,83,419,1.2,225
654,How,Home,6680,107,3.2,347
655,Newspaper,Clothing,4551,941,4.0,445
656,Development,Books,1196,668,2.3,322
657,Discover,Toys,315,508,2.3,356
658,Low,Home,8314,485,3.9,427
659,Old,Electronics,8907,880,1.4,27
660,Team,Books,4476,911,2.2,408
661,Moment,Clothing,4052,551,2.6,152
662,Trial,Home,5018,887,2.4,460
663,Consumer,Sports,4844,147,3.4,113
664,Actually,Sports,6892,462,2.0,64
665,Data,Electronics,1160,848,4.4,142
666,Sit,Electronics,144,986,4.4,377
667,Father,Electronics,9484,824,3.6,146
668,Represent,Toys,7556,779,3.1,37
669,Large,Clothing,8548,625,4.6,93
670,Really,Clothing,6197,779,2.8,232
671,Size,Sports,1998,683,2.2,203
672,Less,Books,1139,152,2.9,469
673,Film,Electronics,5291,569,3.4,304
674,Enter,Home,8758,53,4.7,480
675,Growth,Electronics,7715,206,3.2,322
676,Mr,Electronics,3725,346,1.5,189
677,Space,Clothing,3157,812,2.4,404
678,Civil,Sports,4907,706,3.8,431
679,Series,Toys,7065,778,3.6,246
680,Group,Clothing,7145,922,2.5,465
